sku,weight
F3Y021BF1M,0.09
F8J023BT04-WHT,0.06
UE300,2.75
K33986WW,0.13
K33987WW,0.18
K33979EU,0.36
K33972EU,0.95
K33997WW,0.66
K33980EU,0.44
K33983EU,0.66
K33978WW,0.11
TS512MLH64V4H,0.05
TS1GLH64V4B,0.05
TS2GLH64V4B,0.05
TS512MSH64V4H,0.05
TS1GSH64V4H,0.05
TS2GSH64V4B,0.04
RE210,2
97706,0.16
29320IC71,0.5
29780IC71,0.752
24-1503,0.2
24-1530,0.35
KSPHIVEBK,0.48
44404,0.41
24-1512,0.25
24-1517,0.25
IPADMCRE,0.13
USBMC2AWHRE,0.06
IP5USBDATWHRE,0.04
IP5BPC2AMWHRE,0.08
KSACEMBK,0.07
KSACEMWH,0.07
18925,1.63
19912,0.54
19830,0.34
20943,0.41
7510-309,0.3
7810-209,1.55
7810-109,1.55
7510-409,0.3
7510-209,0.3
8600USBDATRE,0.3
IPADBPCRE,0.07
980-000447,3.11
20818,0.15
960-000684,0.36
T3H-00003,0.27
960-000767,0.44
H5D-00003,0.26
TL-PA8030PKIT,9.3
TL-PA8010PKIT,3.2
TL-WR802N,1.5
M7350,6.8
48857,0.03
CAUSBDAT,0.02
F3U133B06,0.05
48850,0.21
48851,0.21
48854,0.11
48853,0.11
A3L791B15M-S,0.47
31-0050G,0.19
31-0070G,0.25
31-0100G,0.37
31-0020G,0.01
31-0010G,0.04
PWRB12BKKT,0.35
21149,0.35
PWRB2BKKT,0.11
PWRB6BKKT,0.11
21227,0.29
21224,0.18
8600BMC2A,2
IP5BMC2AWH,0.1
IPBMC2A,0.1
8600BCC2A,0.12
DC1UHIP5,0.1
PWRP12BKRE,0.35
PWRP6BKRE,0.27
IPUSBDATWHRE,0.04
26-2908/2,0.13
26-7193,0.1
26-70204K/MF,0.1
26-2953,0.09
26-7198,0.08
26-2900/2,0.08
26-2907/2,0.08
26-2950,0.07
26-2958,0.07
26-7188,0.07
26-1529,0.15
26-70504K/MF,0.29
26-70304K/MF,0.14
25-1020,0.04
26-0706,0.04
26-0707,0.04
26-0705,0.02
27-3020/WIFI,0.46
27-3020/WIFI/1,0.23
25-0058,0.1
27-3048,0.2
27-3024,0.23
27-0103B,0.5
27-0062,0.3
27-0346,0.5
COPPL0013,0.3
27-0061B,0.03
26-71004K,1
26-0030MM,0.39
23-2050,0.13
23-2020,0.06
26-6220,0.09
26-70504K,0.35
26-6020,0.1
26-7199,0.1
26-70304K,0.25
26-1652,0.28
62120095,0.04
62130095,0.07
62150095,0.04
62090095,0.03
26-7197,1
26-6120,0.1
26-2952,0.08
26-70204K,0.2
23-5050,0.13
26-2945,0.06
56388,1.44
56387,1.29
56386,1.25
TS1TSJ25MC,0.32
56232,1.23
WDBBKD0020BWT,0.34
WDBGPU0010BBY,0.27
WDBWWM5000ABL,0.26
56007,0.2
WDBYFT0020BBK-WESN,0.25
WDBYNN0010BBK-WESN,0.17
WDBYNN0010BRD-WESN,0.17
CT275MX300SSD1,0.6
CT525MX300SSD1,0.6
INSSD120GS625V,0.06
INSSD240GS625V,0.06
INSSD512GPORTABLE3.0,0.11
SV300S37A/60G,0.14
SV300S37A/240G,0.14
INSSD2535BRACKET,0.07
62280095,0.46
62190001,0.2
F9E600UK3M,0.62
27-4100,0.8
27-4050,0.65
27-4050S,0.65
27-6020S,0.73
27-6020,0.73
SDX250C,0.07
98938,0.52
KF00419,0.56
KF00421,0.83
KF18020,0.85
KF15419,0.84
KF00255,0.45
KF18021,0.48
KF07935,1.66
WX14186,1.64
43836,0.44
43736,0.92
KF07006,0.9
KF08207,0.88
WX14157,0.06
WX14190,0.46
KF03722,0.1
KF34318,0.06
KF34356,0.06
KF03718,0.06
KF09977,0.06
KF09981,0.06
53101,0.61
47685,1.4
47684,1.3
47683,1.25
53100,0.34
49168,0.02
49825,0.01
49826,0.01
49827,0.01
49049,0.03
TS16GJF890S,0.01
TS32GJF890S,0.01
TS64GJF890S,0.01
49304,0.07
49300,0.07
49301,0.07
49166,0.01
56345,0.13
INFD8GBBLK,0.03
DT50/128GB,0.25
DT50/8GB,0.025
DT50/16GB,0.025
DT50/32GB,0.025
DT50/64GB,0.025
TS128GJDG300K,0.04
SDCZ450-016G-G46,0.01
SDCZ450-032G-G46,0.01
SDCZ450-064G-G46,0.01
SDCZ450-128G-G46,0.01
53198,1.07
INFD32GCRYPTODL197,13
53195,1.06
53193,0.64
53194,0.78
i27809,0.07
KF16368,0.03
KF41514,0.03
KF16369,0.03
KF16370,0.03
KF16371,0.03
DTVP30/32GB,0.2
DTLPG3/8GB,0.05
DTLPG3/16GB,0.05
DTLPG3/32GB,0.05
DTLPG3/64GB,0.05
INFD32GBCOU,0.03
INFD16GBCOU,0.03
DTDUO3/16GB,0.01
DTDUO3/64GB,0.01
INCRUB3.0SDMSD,0.02
INFD4GCRYPTO197,0.03
INFD16GCRYPTO197,0.03
INFD32GCRYPTO197,0.03
INFD4GCRYPTO140-2,0.03
INFD16GBBLK,0.03
INFD32GBBLK,0.03
INFD8GBNOIR3.0,0.03
INFD128GBNOIR3.0,0.03
INFD128GBCOU,0.03
INFD64GBBLK,0.03
INFD32GBCOUAT,0.03
98425,0.04
USM8GR,0.03
KF41512,0.02
KF76970,0.02
KF41513,0.02
KF41511,0.02
DTIG4/64GB,0.02
DTIG4/32GB,0.02
DTIG4/16GB,0.02
47040,0.37
47041,0.37
47042,0.37
44026,0.37
47020,0.37
47021,0.37
CF/8,0.04
44085,0.01
SDSDUNB-016G-GN3IN,0.01
SDSDUNB-032G-GN3IN,0.01
SDSDUNB-064G-GN3IN,0.01
SDC4/8GB,0.01
KF16128,0.01
KF16013,0.01
KF16011,0.01
KF16012,0.01
CF16GBCOMPX100,0.03
65130094,0.27
GF507,0.55
GFE013,0.85
IS0301,0.44
GF501,1.02
is 0101,0.54
2386,0.57
is 0102,0.73
3205,1.19
HM837989,0
K98616WW,1.52
GFE012,2.34
2358,1.68
GF542,1
2370,1.72
GF502,1.2
2598,0.34
2383,3.7
GF543,1.5
KF04636,0.28
3208,3.28
2567T,3.3
3207,1.92
9106,1.6
HM837990,0
HM837991,0
K64670EU,0.15
KF04556,0.3
SVL12.5W,0.25
SVL14W9,0.03
PF15.0,0.25
SVL14,0.25
SVL15,0.2
SVL14W,0.25
SVL12W,0.25
PF21.5W9,0.36
PF23.0W9,0.09
GPF19.0,0.07
PF21.6W,0.49
SVL215W,0.29
SVL19W,0.2
PF15.6W9,0.14
PF20.0W9,0.3
SVL24W9,0.29
SVL19,0.3
SVL23W9,0.31
SVL24W,0.29
SVL17,0.3
GPF15.6W,0.15
GPF13.3W,0.13
PF13.3W,0.18
993562,0.11
SVL20,0.43
SVL22W,0.3
BB810499,0
BB810500,0
BB810501,0
BB810502,0
BB810503,0
BB810504,0
BB810505,0
BB810506,0
K60273WW,6.476
MS80,1.42
KF10700,2.62
KF20082,4
KF20083,3.3
KF20081,2.73
BB810510,0
BB810507,0
BB810508,0
CE77693,4.1
CE77692,2.58
K60904US,4.15
KF04553,2.45
CE77686,2.05
KF20078,0.73
KF20077,0.53
CE77685,1.69
CE77684,1.15
9472502,0.68
CE77690,0.74
60089,2.12
K72452WW,0.17
K72451WW,0.17
9473102,0.8
BB810511,0
KF02213,0.4
KF20084,0.35
KF20086,0.35
KF20085,0.35
CE77000,0.37
CE77698,0.18
KF20089,0.47
KF20088,0.46
KF20087,0.47
9202701,0.47
CE77699,0.564
CE77697,0.188
CE77702,0.16
CE77696,0.06
9373001,0.31
9202601,0.35
KF04521,0.53
9472602,1.13
BB810509,0
KF02209,0.62
KF02211,0.33
KF00426,0.56
KF02210,0.94
60640095,0.5
KF02203,0.2
KF00140,0.3
KF02207,0.18
KF02206,0.17
KF17445,0.64
AHCW100TWK,0.29
ASSR250TWK,0.23
KF17441,0.22
KF17440,0.16
KF04503,0.42
KF02245A,0.19
AMCA200_MIF,0.26
KF32148,0.13
KF04501,0.28
KF04502,0.26
DB50335,0.29
APHC100,0.41
KF04508,0.28
KF04506,0.05
KF17449,0.31
DB50554,0.65
AWER010TWK,0.04
AMWE001TWK,0.12
AECK001,0.11
KF17443,0.16
KF17448,0.87
KF17446,0.21
KF17105,0.13
KF17442,0.06
AXMCA25MF,0.06
DB57165,0.1
KF17444,0.04
DB57168,0.46
AWRS150TWK,5
DB50709,0.31
AISW100,0.21
APCB025,0.06
KF17447,0.22
ASDU400DTW,1.02
KF17450,0.64
KF15225,0.52
SDZ200D,5.42
AHAG500TWK,0.43
CC-1,0.7
FC83B/9M,6.5
CC-1/9M,3.3
FC68B/9M,6.1
DX-3RB910,11.4
FC83H/9M,6.4
KF02197,2.91
60425,0.2
2529FN/BLACK-RE,0.05
2832FN,0.04
30980112,0.04
KXP181,0.15
4A0040-B05,0.91
80294,0.7
43393,0.19
316-6100,0.13
44829,0.15
2992FNBK,0.06
2514DN,0.07
2966FNBK,0.09
2517FN-S,0.05
2544FN,0.04
7024,0.02
2363RN,0.02
P2V33A,0.47
OBPG545XL,0.06
PG-540/CL-541,0.13
P2V34A,0.31
P2V31A,0.3
10NX217,0.04
F9J79A,0.49
F9J68A,0.49
OB27114,0.38
F9J81A,1.05
OB00486,0.05
OB00331,0.06
OB78500,0.06
C13T27114012,0.06955
OBLC1280B,0.14
OBCLI521B,0.04
OB00792,0.07
OB10N0017,0.05
OB00317,0.05
OB00130,0.06
OB00096,0.05
OBM41ELS,0.07
OBB006AA,0.06
OB00032,0.07
OB00124,0.09
OBPG540XL,0.08
OBCN053A,0.09
OBPG540,0.07
OBPGI550BK,0.41
OBPG37,0.06
OBPG512BL,0.06
OBPG510BK,0.06
OB13014,0.08
C13T33514012,0.05292
C13T26214012,0.05097
C13T33314012,0.04772
C13T26014012,0.04534
F9J64A,0.16
OB00308,0.06
OBCLI551BK,0.24
OB71140,0.05
OB80140,0.04
C13T16814012,0.05655
OB12914,0.05
OB63140,0.32
OB81140,0.31
OB12814,0.05
OBT089140,0.05
OBCLI526BK,0.04
C13T13014012,0.04105
C13T12914012,0.03832
C13T16314012,0.03767
C13T29914012,0.03711
C13T07114012,0.03685
C13T18114012,0.03654
C13T24314012,0.03503
C13T26314012,0.03434
C13T33614012,0.03365
C13T12814012,0.03356
C13T27014012,0.03165
C13T29814012,0.03105
C13T16214012,0.03079
C13T18014012,0.03065
C13T24214012,0.03044
C13T26114012,0.03023
C13T33414012,0.03018
OBPGI520,0.06
OB13064,0.12
OBCLI526CMY,0.08
F9J76A,0.49
F9J77A,0.49
F9J78A,0.49
F9J80A,0.49
F9K15A,0.45
F9K16A,0.45
F9K17A,0.45
OB01127,0.39
OB01128,0.38
OB01124,0.37
OB01123,0.19
OB04022,0.19
OB00488,0.05
OB00489,0.05
OB00487,0.05
OB98500,0.05
OB99500,0.05
OB50600,0.05
SD518AE,0.14
OB01121,0.32
OBCLI521C,0.04
OB00318,0.05
OB01119,0.2
PGI-570XL BK,0.06
OBT0807,0.21
OB00095,0.12
OB00054,0.15
OB00875,0.08
F9J65A,0.25
F9J66A,0.25
F9J67A,0.25
OBCL541XL,0.07
OBC9505EE,0.14
OBCL513CL,0.07
OBT089340,0.05
OBT089240,0.05
OB01122,0.08
OB01117,0.08
OB01115,0.05
F9J61A,0.12
F9J62A,0.12
F9J63A,0.12
OB01116,0.06
C13T26364510,0.18
C13T26164510,0.15
OB12844,0.05
592-10293,0.07
C6602B,0.05
C6602R,0.05
OBCLI551Y,0.24
OB13024,0.05
OBCLI526CY,0.04
OBCLI551C,0.24
OB71240,0.05
OB71340,0.05
OB80640,0.05
OB80340,0.05
OB71440,0.04
OB80440,0.04
OB80240,0.04
OB00307,0.06
OB00313,0.06
OB00309,0.06
OB00306,0.06
OB00305,0.06
OB00310,0.06
OB00312,0.06
PGI-570 PGBK,0.05
OB00311,0.06
OB12824,0.05
OB10024,0.05
OB10034,0.05
OB10044,0.05
OB81240,0.25
OB81340,0.25
OB81440,0.25
OB63240,0.25
OB63340,0.25
OB63440,0.25
OBCLI551M,0.24
OB12834,0.05
OB12924,0.05
OB12934,0.05
OB12944,0.05
OBT089440,0.05
OBCLI526MG,0.04
OBCLI526YL,0.04
OB27124,0.04
OB27134,0.04
OB27144,0.04
OBCN054A,0.05
OBCN055A,0.05
OBCN056A,0.05
OB13034,0.05
OB13044,0.05
C13T13024012,0.03715
C13T13034012,0.03715
C13T13044012,0.03715
C13T27134012,0.03581
C13T27124012,0.03573
C13T27144012,0.03573
C13T07124012,0.03529
C13T07134012,0.03529
C13T07144012,0.03529
C13T24354012,0.03503
C13T24364012,0.03503
C13T26324012,0.03486
C13T26334012,0.03486
C13T26344012,0.03486
C13T33624012,0.03451
C13T33634012,0.03451
C13T33644012,0.03451
C13T12924012,0.03443
C13T12934012,0.03443
C13T12944012,0.03443
C13T24324012,0.03395
C13T24334012,0.03395
C13T24344012,0.03395
C13T18124012,0.03204
C13T29924012,0.03191
C13T29934012,0.03191
C13T29944012,0.03191
C13T18134012,0.03191
C13T18144012,0.03191
C13T16324012,0.0317
C13T16334012,0.0317
C13T16344012,0.0317
C13T12824012,0.03148
C13T12834012,0.03148
C13T12844012,0.03148
C13T24254012,0.03044
C13T24264012,0.03044
C13T33424012,0.03018
C13T33434012,0.03018
C13T33444012,0.03018
C13T24224012,0.02992
C13T24234012,0.02992
C13T24244012,0.02992
C13T26124012,0.02984
C13T26134012,0.02984
C13T26144012,0.02984
C13T27024012,0.02914
C13T27034012,0.02906
C13T27044012,0.02906
C13T18024012,0.029
C13T18034012,0.02887
C13T18044012,0.02887
C13T16224012,0.02858
C13T16234012,0.02858
C13T16244012,0.02858
C13T29824012,0.02845
C13T29834012,0.02845
C13T29844012,0.02845
CLI-571 M,0.04
1CC21AE,0.89
1CC20AE,0.81
OB12954,0.14
OB16364,0.13
OB18164,0.13
OB26164,0.13
OBC2P43EE,0.31
OBPGI550,0.08
OB8039745,0.13
OBM504S,0.88
OBCE260X,1.64
OBC504S,0.9
T9D88EE,0.36
OB02553,0.14
C13T13064012,0.09709
C13T27154012,0.09302
C13T27054012,0.07301
OBT0715,0.13
OBC292AE,0.17
OBD111S,0.88
OBK504S,0.9
OB70144,0.11
OBLC1000,0.23
OB70124,0.11
P2V32A,0.2
C13T07154012,0.12088
C13T12954012,0.11978
C13T29964012,0.11126
C13T16364012,0.11109
C13T18164012,0.1108
C13T12854012,0.10653
C13T18064012,0.0962
C13T16264012,0.09531
C13T29864012,0.09523
OB70114,0.14
OB70134,0.11
OBCL546,0.06
OBTN2000HC,0.93
OBY504S,0.87
OBC8061A,1.73
OB26324,0.05
OB26344,0.05
46507507,0.462
OB02630,0.33
TK-5230C,0.19
TK-5220C,0.19
TK-5240C,0.19
4576511,1.02
C13S050040,0.46
OB02631,0.34
TK-5230M,0.19
TK-5220M,0.19
TK-5240M,0.19
8938135,0.97
C13S050039,0.45
CF219A,0.42
OB02632,0.34
TK-5230Y,0.19
TK-5220Y,0.19
TK-5240Y,0.19
4539134,2.36
8938134,0.99
OB2392533,1.08
CF287XD,3.76
0453C002,1.9
CF226XD,2.7
0452C002,1.4
040 H BK,14
040 BK,13
TK-1160,0.62
TK-1170,0.6
TK-1150,0.6
TK-5160K,0.76
CF283XD,1.58
CF410XD,1.9
TK-3190,1.16
OB210304,1.1
TK-3170,0.84
TK-3160,0.7
OB02629,0.61
1T02MN0NLC,1.47
TK-5160C,0.53
TK-5160M,0.53
CF400XD,1.54
TK-5230K,0.25
TK-5220K,0.25
TK-5240K,0.25
TK-5160Y,0.53
OBTK160,0.35
OB2392033,1
OB02633,0.42
52D2X0L,2.08
OBTK55,1.34
KR02182,0.57
4539433,2.45
TNR370D,1.43
OB2304526,0.96
4333413,3.52
TS560,2
CRG M,1.82
4518812,0.68
OB2347133,2.18
OBML1610,1.1
B0987,1.95
KR01755,1.11
OBML2010,1.11
OB2392433,1
040 H Y,14
040 H M,14
040 H C,14
040 Y,13
040 M,13
040 C,13
CF252XM,2.7
CF253XM,2.25
40X3744,0.3
40X3745,0.3
40X3746,0.3
101R00554,2.2
CTR363L,1.46
OBDR130,2.4
4519313,0.86
B0895,1.32
4577211,0.93
109R00634,5.26
008R12905,3.5
109R00724,5.58
CE487A,0.25
C13S053012,1.94
C13S051055,0.53
C13S051093,5.67
43821,0.08
43824,0.02
43825,0.02
55506,0.8
55507,0.8
55751,0.8
55752,0.8
FC-100V-UM,0.35
KF01605,0.15
KF01607,0.34
MS-120BM-S-EH,0.16
MS-80VERII-S-EP,0.16
KF15758,0.24
KF01604,0.14
DH-12TER-S-EH,0.25
JF-120BM-EH,0.2
HC102,0.1
EL2607PGY,2.54
Sharp-EL-124AT,0.14
KF01602,0.08
KF01603,0.1
SL-320TER-S-GH,0.1
CK70,4.5
SL-300V-S-GH,0.1
FX-83GTPLUS-SB-UH,0.19
FX-991ESPLUS-SB-UT,0.2
ELM700TWH,0.09
FX-9750GII-S-UH,0.42
AD-A60024SEP1OPI,0.08
L80EA28L,0.1
DVT8010,0.35
DVT6010,0.21
DVT2710,0.19
DVT4010,0.19
DVT2510,0.17
PT-H110,0.86
QL-800,2.22
QL-810W,2.22
QL-820NWB,2.22
S0773770,3.49
1969977,1.75
DK-22251,0.42
PTD210VP,1.62
ES839570,0
KF17975,5.6
KF15548,10.6
KF17973,4.31
KF17971,3.94
KF15552,9.5
KF15542,2.5
KF16763,12.5
KF16762,2.8
BB810476,0
2104132,1.11
2104131,1.11
KF17002,1.37
BB810478,0
KF17004,1.83
EX320R,11.8
KF17006,3.95
BB810477,0
2200-46135-018,1
2200-44500-019,1.2
86901,0.45
PHONEEASY 100W D,0.94
PHONEEASY 100W,0.64
60747,0.98
2200-46161-019,1.3
2200-46157-019,1.25
2200-46162-019,1.25
311C,0.71
COMFORT 4005,1.35
60746,0.7
44710,0.41
82866,0.54
BTEASY,0.79
AUB300I,0.99
930-25-509-102,0.45
930-25-503-102,0.45
2399-829-109,1.92
2393-823-109,1.74
2399-823-109,0.24
930-29-509-102,0.55
930-29-503-102,0.55
6640-906-302,3.5
7599-829-409,2.42
7599-823-309,2.42
7593-829-409,2.24
7593-823-309,2.18
5599-823-109,2.02
2496-829-104,0.24
2499-829-104,0.24
2499-823-104,0.24
2496-823-104,0.24
6599-829-409,0.31
6599-823-309,0.31
6393-823-109,0.14
6399-829-209,0.25
5578-230-109,0.13
6393-829-209,0.2
4993-823-109,0.3
4999-823-109,0.3
4999-829-209,0.15
4993-829-209,0.1
6399-823-109,0.17
XEA137WH,4.5
34235,0.16
35176,0.17
PHONEEASY 410GSM,0.66
MT245VP,0.4
MT645VP,0.7
TLKR T80 TWO WAY,0.84
TLKR T60 TWO WAY,0.64
KF50105,1.62
KF10706,6.74
KF50106,1.25
KF10707,2.05
KF10704,1.97
KF10705,3.38
KF10711,3.54
KF50108,1.46
KF10710,2.1
TZN231,0.05
ES839567,0
ES839568,0
ES839569,0
KF18470,0.2
KF14455,0.17
TACOROLL,0.1
THM447017,2.89
THM573812,1.13
CC2/K,2.2
THM5730MM,0.6
FSC5730,0.65
KF50200,1.65
TH383,4.9
FSC5740,1.1
FSC5725,1.46
R7A,1.45
AD3767612,3.57
R23A,2.5
FSC8080,6.4
AD2767612,3.65
53497,1.3
KF24020,0.43
KF24018,0.33
KF24016,0.28
KF24025,0.47
KF24024,0.47
KF24022,0.54
EPJA3,0.42
KF04106,0.68
KF04108,1.03
KF04107,0.8
6005201,5.84
KF24057,1.36
KF24056,0.7
5452101,1.14
KF04120,0.58
KF24055,1.97
WX04114,0.6
KF04115,1.54
KF04116,2.03
5440001,1.2
KF04114,1.35
SSC4/20,1.05
BB810494,0
BB810495,0
BB810497,0
BB810498,0
KF04123,3.14
KF04128,1.12
WX04122,1.21
KF04124,4
3747236,6.24
KF04122,2.61
41660E,2.39
BB810496,0
KF00302,0.18
KF01203,0.15
SSCC/50,0.14
5320601,0.15
KF01946,0.24
KF00498,1.6
KF00500,1.5
KF00502,1.53
WX01946,1.28
KF01945,0.25
KF24011,2.07
KF24010,3.35
KF00501,1.59
5376101,1.53
KF00644,0.29
KF10848,0.47
KF00489,0.1
81446192,5.6
E300487800,5
E300142800,0.152
4906121482,0.49
E300116500,2.11
4906620414,0.1
E300130700,1.07
R6B4UP,0.08
56706101404,0.12
E300129200,0.3
KF10849,0.22
E300132000,0.4
E300112600,0.31
E300129500,0.15
E300488000,2.67
E300112100,0.1
E300142400,0.08
4903620414,0.05
E300115900,0.05
E300112400,0.21
STAYCHARGED PREM,0.12
E300103700,0.16
RO3B4UP,0.04
E300112500,0.1
4903121482,0.15
E300116300,1.1
KF00488,0.05
56703101404,0.05
632986,0.03
E300124200,0.05
E300128100,0.54
75051962,0.3
E300488100,14.12
R14B2UP,0.1
81275434,0.44
KF00490,0.14
4914121412,0.14
56714101402,0.13
75051964,0.31
81275448,0.9
R20B2UP,0.2
E300488200,3.03
56720101402,0.15
4920121412,0.28
KF00491,0.29
E300488300,8.75
KF00492,0.05
6F22BIUP,0.04
633287,0.04
4922121411,0.05
56722101401,0.04
QIPAD2,0.12
630721,0.4
57166101451,0.21
31UUKHIP5,0.15
PWRMC3,0.21
LCHEHUSBSYIP2,0.05
PWRCC3,0.15
62220095,0.05
65260095,0.12
6205301401,0.02
629564,0.02
4276101401,0
PB5000,0.19
347598,0.04
KF838975,0
KF838976,0
KF838977,0
KF838883,0
KF838884,0
KF838885,0
KF838880,0
KF838881,0
KF838882,0
KF78500,5
KF74256,6.5
KF74268,6.5
KF74269,6.5
KF74257,6.5
KF838862,0
KF838863,0
KF838864,0
KF838865,0
KF838866,0
KF838867,0
KF838896,0
KF838868,0
KF838869,0
KF838870,0
KF838871,0
KF838872,0
KF838873,0
KF73837,12.5
KF73836,12
KF838540,0
MC00097,8.3
MC00098,8.3
MC00099,8.3
MC00100,8.3
MC00101,8.3
MC00102,8.3
MC00091,6.1
MC00092,6.1
MC00093,6.1
MC00094,6.1
MC00095,6.1
MC00096,6.1
MC00087,4.2
MC00088,4.2
MC00089,4.2
MC00090,2.2
MC00132,2.76
MC00130,2.31
KF838416,0
KF73833,14
KF74240,10
KF74241,10
RP24MODPLAT,8
RP24MODBACA,7
KF73901,11.1
KF838543,0
KF838544,0
KF73900,2.65
KF838764,6
KF838765,6
KF838767,6
KF838768,6
KF838769,6
KF838770,6
KF838771,6
KF838772,6
RT501S,7
CE77701,1.08
KF838761,6
KF838763,6
KF74824,12
KF74823,10
KF73906,14
KF73907,14
KF74496,12
KF74497,12
KF74501,12
KF838994,0
KF838995,0
KF74720,12
KF74721,12
354185,3.9
904085,1.85
310842,0.1
B766GRY,2.3
KF01127,0.6
KF01128,0.31
19BLK,0.7
280G BLUE,0.35
KF71443,0.31
KF01124,5.81
0766 MOB,0.5
KF12011,0.87
1003200301,0.45
503583,0.57
503581,0.85
1003200201,0.45
1003200021,0.45
631LGRY,2
B769GRY,2.78
0769MOB,0.59
50Lbase,1.43
50llid,1.43
30Lbase,0.85
30llid,0.85
10Lbase,0.46
H10L26LVW,0.46
507826,0.34
507825,0.94
VOW/PB.05,1.18
512571,0.64
512861,0.64
512570,0.64
509680,0.6
280G PINK,0.35
280G PURPLE,0.35
KF00849,0.65
KF00871,0.65
435014D,0.57
280G GREEN,0.35
280G WHITE,0.35
512568,0.64
KCO568W12,2.07
X0086209,4.2
504896,1.56
133,1.07
504895,0.64
AG813420,2
2W810010,0
2W810011,0
2W810012,0
AG813421,0
AG813422,0
AG813423,0
AG813424,0
AV814361,0
KF04271,2.13
KF04386,3.32
CIGBINSQ,0.04
CIGBINCRV,0.04
702FS,10.1
CE77689,2.38
CE77688,1.25
CE77687,1.17
KF20075,1.53
BB57719,2.15
KF20076,1.7
KF17981,1.48
KF04525,1.32
21162,0.62
TIM902B,0.06
ALB74317,5
144-3BLK,1.17
DD7S,11.6
DEOPBKTYTC,0.11
154509,0.32
693104,10.6
194770,0.21
KF04178,0.21
DDPROMMM,1.6
KF04177,0.47
499301,0.1
499323,0.1
5606-44,0.61
ITSA4M/5 01,0.28
ITSA4M/5 02,0.28
DE691101,0.61
601A5RD,0.32
H6812002,4.29
DDFIL21M,7.4
HS812102,5.34
DE780YTCRY,0.39
DE35900,4.3
H61031,9
77441,0.75
H61027,1
DD7M,2.6
5606-01,0.61
5602CL,6.8
KF10687,1.13
DE736YTCRY,0.78
DDPROGMM,1.9
DF10094,11
4882/01,0.74
DD5PM,7.8
ITSA4M/5  03,0.24
ITSA4M/5  12,0.25
4882/07,0.74
4871/01,0.1
DB810720,0
DB810721,0
DB810722,0
DB810723,0
DE451YTCRY,0.09
F406201,1.05
DDPROPMM,1.4
KF04596,1.91
KF04599,0.58
KF04600,0.59
DF10086,7.3
DF10082,6.5
DF10078,6
CP078YTGRA,0.33
KF04188,0.84
KF04186,0.45
CPO74YTGRA,0.32
170 CRYSTAL,1.52
DF10090,3.5
PAPFA4B-BLK,0.46
PACFA4B,0.31
PEL1216SIL-MNT,0.68
PILA3SHINNG,0.7
AL19A4NG,0.56
BLRA4BK,0.5
A3MARSIL,0.5
A3MARBL,0.5
BLRA4SV,0.5
SNAPA3S,0.08
SNAPA4S,0.04
PAAFA1B-BLK,1.72
PASFA1B,1.9
PAAFA2B-BLK,0.99
PELA4SMK-NG,0.52
PILA4SHIN-BLK,0.46
PAWFA1BBLK,2
PAWFA2BBLK,1
KENTA4GL,0.5
KENTA4NG,0.4
498223,8.37
LS-BAR,0.98
OF135,0.1
SR22357,0.03
SR22355,0.02
SR22366,0.02
SR22364,0.02
SR22365,0.02
498123,4.68
ARCHI N,5.5
LEDTREK,2.6
ARCHI CH,2.9
RX810191,0
RX810188,0
RX810187,0
RX810192,0
FLUORING N UK,10.5
FLUORING BC UK,10.5
FLUOSQUARE N UK,10.5
FLUOSQUARE BC UK,10.5
2104398,0.77
2104399,0.04
2104400,0.03
1554723,1.39
1554715,0.97
RX810186,0
42420,5.8
2104407,0.37
2104408,0.37
2104409,0.37
KF00401,0.96
KF00402,2.16
KF00405,2.38
KF00403,3.38
KF10031,6.3
KF00407,4.6
KF00404,4.66
KF00406,3.6
40770,2.48
42400,3.2
42690,0.46
42540,2.8
41450,1.57
38460,3
IG9020,1.2
38140,8.15
45BU915,5.59
CE77694,2.6
PBC12WW/DIM,0.08
PES12WW/DIM,0.08
PES7WW,0.05
DIMC5BCWW/CLR,0.04
DIMC5SESWW/CLR,0.04
FLBC6,0.06
FLES6,0.06
SMDGU5CW,0.07
SMDGU5WW,0.07
COBMR5WW,0.07
FFSMD5WW,0.05
XL16/2P,0.11
XL28/4P,0.21
XL38/4P,0.21
384290,1.7
370574,2.9
2688-88-GRY,0.4
505575,2.05
384288,1.7
3540-60-BLA,3.73
2673-60-BLA,1.4
384289,1.7
2674-00-BLA,0.76
9W15-00-GRY,3.8
370573,2.06
505574,4.76
802853,4.39
CEDTS4513F,0.77
CEDTS4513M,0.66
CEDTS6213M,0.47
CEDTS4213M,0.37
CTT1.1/25B,0.1
FC83H,1.33
FC68B,1.21
CTW2.5B,0.13
FC83B,1.34
CTT1.1W,0.15
CTT1.1B,0.12
7100064951,0.42
EU/CTULGEB/SW,0.68
EU/CTUSMLW/SW,0.43
EU/CTULGEW/SW,0.68
EU/CTUSMLB/SW,0.43
62823,0.03
KF15412,0.82
WAP3W,0.13
CEDTS4213IS,0.54
CEDTS2213M,0.32
82024,1.29
2420-A,0.12
CTW2.5W,0.13
17087S,0.03
CEDTS2513M,0.6
FC12-BC,0.05
CEDTS6213AS,0.46
KF15413,0.69
CTBASE6MXD,0.04
17302CLR,0.02
CTTAPE1.2B,0.03
CTCLIPS6AW,0.02
17201BLK,0.03
WCR252,3.36
K6402012WW,2
KF00577,1.17
KF00576,1.03
KF00575,1
F78022,0.32
1020106,0.53
2603006,0.63
